Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
TRUSG10M,GFD Indices USA 10-year Government Bond Total Return Index,GFD Indices - Total Returns,United States Dollar,United States,,,,,,,Index Number ,Units,Stock,none,Monthly From Jul 1786 To Oct 2022<BR>,"Sources: Sydney Homer, A History of Interest Rates, Princeton: Rutgers, 1963 from Joseph G. Martin, Martin's Boston Stock Market, Boston: 1886 (1800-1862), Hunt's Merchants Magazine (1843-1853), The Economist (1854-1861), The Financial Review (1862-1918), Federal Reserve Bank, National Monetary Statistics, New York: FRB, 1941, 1970 (annually thereafter); and Salomon Brothers, Analytical Record of Yields and Yield Spreads, New York: Saloman Brothers, 1995<br />Notes: Current yields on the 6s of 1790 are used from 1800 through 1822, on the 6s of 1814-1827 are used from 1823 until 1829, and the 5s of 1821-1835 are used from 1830 to 1834. The Federal government completely paid off its debt in the 1830s, so the Boston City 5s are used from 1835 through 1841. The 6s of 1842-1863 are used from 1841 through 1845, and the 6s of 1848-1868 from 1846 to 1862. Data are taken from Hunt's Merchant's Magazine and are periodic with the previous month's quotation used where none is available for 1843, 1844 and 1846 through June 1848. Data are monthly from July 1848 through 1853 using NYSE quotations. Data for 1854 through 1857 are taken from The Economist with NYSE quotations used for 1854 and 1855, and London quotations for 1856 and 1857. The United States yield data are monthly from February 1862 until December 1933, and weekly thereafter. The annual data are taken from Joseph G. Martin, Martin's Boston Stock Market, Boston: 1886. From February 1862 until December 1877, the 6% U.S. Government bonds of 1881 are used. From January 1878 until January 1895, the 4% U.S. Government Bonds of 1907 are used, and from February 1895 until September 1917, the 4% U.S. Government Bonds of 1925 are used. Where no trades were recorded during a given month, the previous month's yield was used. The source for this data is William B. Dana Co., The Financial Review, New York: William B. Dana Co. (1872-1921) which reprinted data published by The Commercial and Financial Chronicle. The 4% Liberty Bonds are used from October 1917 through December 1918, and beginning in 1919, the Federal Reserve Board's 10-15 year Treasury Bond index is used. 10 year bonds are used beginning in 1941.",
Date,Ticker,Open,High,Low,Close
01/31/1923,TRUSG10M,85.0898143,85.0898143,85.0898143,85.0898143
02/28/1923,TRUSG10M,85.3285249,85.3285249,85.3285249,85.3285249
03/31/1923,TRUSG10M,85.2981,85.2981,85.2981,85.2981
04/30/1923,TRUSG10M,85.5417205,85.5417205,85.5417205,85.5417205
05/31/1923,TRUSG10M,85.9906558,85.9906558,85.9906558,85.9906558
06/30/1923,TRUSG10M,86.509027,86.509027,86.509027,86.509027
07/31/1923,TRUSG10M,86.8219013,86.8219013,86.8219013,86.8219013
08/31/1923,TRUSG10M,87.0669388,87.0669388,87.0669388,87.0669388
09/30/1923,TRUSG10M,87.3134036,87.3134036,87.3134036,87.3134036
10/31/1923,TRUSG10M,87.353684,87.353684,87.353684,87.353684
11/30/1923,TRUSG10M,87.8823623,87.8823623,87.8823623,87.8823623
12/31/1923,TRUSG10M,88.3421586,88.3421586,88.3421586,88.3421586
01/31/1924,TRUSG10M,89.0142199,89.0142199,89.0142199,89.0142199
02/29/1924,TRUSG10M,89.4772665,89.4772665,89.4772665,89.4772665
03/31/1924,TRUSG10M,89.7964021,89.7964021,89.7964021,89.7964021
04/30/1924,TRUSG10M,90.4806638,90.4806638,90.4806638,90.4806638
05/31/1924,TRUSG10M,91.3876872,91.3876872,91.3876872,91.3876872
06/30/1924,TRUSG10M,92.972832,92.972832,92.972832,92.972832
07/31/1924,TRUSG10M,93.5838187,93.5838187,93.5838187,93.5838187
08/31/1924,TRUSG10M,94.1195661,94.1195661,94.1195661,94.1195661
09/30/1924,TRUSG10M,94.3497574,94.3497574,94.3497574,94.3497574
10/31/1924,TRUSG10M,95.0423606,95.0423606,95.0423606,95.0423606
11/30/1924,TRUSG10M,95.1172702,95.1172702,95.1172702,95.1172702
12/31/1924,TRUSG10M,94.9636921,94.9636921,94.9636921,94.9636921
01/31/1925,TRUSG10M,95.2770723,95.2770723,95.2770723,95.2770723
02/28/1925,TRUSG10M,95.6689287,95.6689287,95.6689287,95.6689287
03/31/1925,TRUSG10M,95.9061419,95.9061419,95.9061419,95.9061419
04/30/1925,TRUSG10M,96.4567168,96.4567168,96.4567168,96.4567168
05/31/1925,TRUSG10M,97.2443463,97.2443463,97.2443463,97.2443463
06/30/1925,TRUSG10M,98.1932179,98.1932179,98.1932179,98.1932179
07/31/1925,TRUSG10M,98.5033448,98.5033448,98.5033448,98.5033448
08/31/1925,TRUSG10M,98.3345333,98.3345333,98.3345333,98.3345333
09/30/1925,TRUSG10M,98.6500233,98.6500233,98.6500233,98.6500233
10/31/1925,TRUSG10M,99.207679,99.207679,99.207679,99.207679
11/30/1925,TRUSG10M,99.7661087,99.7661087,99.7661087,99.7661087
12/31/1925,TRUSG10M,99.9999972,99.9999972,99.9999972,99.9999972
01/31/1926,TRUSG10M,100.5612573,100.5612573,100.5612573,100.5612573
02/28/1926,TRUSG10M,101.374319,101.374319,101.374319,101.374319
03/31/1926,TRUSG10M,101.6877346,101.6877346,101.6877346,101.6877346
04/30/1926,TRUSG10M,102.085769,102.085769,102.085769,102.085769
05/31/1926,TRUSG10M,102.6527426,102.6527426,102.6527426,102.6527426
06/30/1926,TRUSG10M,102.9666889,102.9666889,102.9666889,102.9666889
07/31/1926,TRUSG10M,103.1969291,103.1969291,103.1969291,103.1969291
08/31/1926,TRUSG10M,103.3437932,103.3437932,103.3437932,103.3437932
09/30/1926,TRUSG10M,103.6624366,103.6624366,103.6624366,103.6624366
10/31/1926,TRUSG10M,104.1527164,104.1527164,104.1527164,104.1527164
11/30/1926,TRUSG10M,104.9876342,104.9876342,104.9876342,104.9876342
12/31/1926,TRUSG10M,105.8244182,105.8244182,105.8244182,105.8244182
01/31/1927,TRUSG10M,106.5753398,106.5753398,106.5753398,106.5753398
02/28/1927,TRUSG10M,107.1533578,107.1533578,107.1533578,107.1533578
03/31/1927,TRUSG10M,108.4499798,108.4499798,108.4499798,108.4499798
04/30/1927,TRUSG10M,108.9354324,108.9354324,108.9354324,108.9354324
05/31/1927,TRUSG10M,109.6033882,109.6033882,109.6033882,109.6033882
06/30/1927,TRUSG10M,109.6319423,109.6319423,109.6319423,109.6319423
07/31/1927,TRUSG10M,109.7545072,109.7545072,109.7545072,109.7545072
08/31/1927,TRUSG10M,110.4283522,110.4283522,110.4283522,110.4283522
09/30/1927,TRUSG10M,110.9181792,110.9181792,110.9181792,110.9181792
10/31/1927,TRUSG10M,111.3157464,111.3157464,111.3157464,111.3157464
11/30/1927,TRUSG10M,112.1796068,112.1796068,112.1796068,112.1796068
12/31/1927,TRUSG10M,113.0450011,113.0450011,113.0450011,113.0450011
01/31/1928,TRUSG10M,113.2492442,113.2492442,113.2492442,113.2492442
02/29/1928,TRUSG10M,113.4548124,113.4548124,113.4548124,113.4548124
03/31/1928,TRUSG10M,113.9460925,113.9460925,113.9460925,113.9460925
04/30/1928,TRUSG10M,113.9619677,113.9619677,113.9619677,113.9619677
05/31/1928,TRUSG10M,113.8859685,113.8859685,113.8859685,113.8859685
06/30/1928,TRUSG10M,113.7193804,113.7193804,113.7193804,113.7193804
07/31/1928,TRUSG10M,112.8059059,112.8059059,112.8059059,112.8059059
08/31/1928,TRUSG10M,112.5654887,112.5654887,112.5654887,112.5654887
09/30/1928,TRUSG10M,113.0794127,113.0794127,113.0794127,113.0794127
10/31/1928,TRUSG10M,113.3114005,113.3114005,113.3114005,113.3114005
11/30/1928,TRUSG10M,114.4913266,114.4913266,114.4913266,114.4913266
12/31/1928,TRUSG10M,114.1484253,114.1484253,114.1484253,114.1484253
01/31/1929,TRUSG10M,113.8138135,113.8138135,113.8138135,113.8138135
02/28/1929,TRUSG10M,113.2058297,113.2058297,113.2058297,113.2058297
03/31/1929,TRUSG10M,112.4257171,112.4257171,112.4257171,112.4257171
04/30/1929,TRUSG10M,113.7127965,113.7127965,113.7127965,113.7127965
05/31/1929,TRUSG10M,114.0577253,114.0577253,114.0577253,114.0577253
06/30/1929,TRUSG10M,113.9313728,113.9313728,113.9313728,113.9313728
07/31/1929,TRUSG10M,114.7554918,114.7554918,114.7554918,114.7554918
08/31/1929,TRUSG10M,114.4389219,114.4389219,114.4389219,114.4389219
09/30/1929,TRUSG10M,114.887698,114.887698,114.887698,114.887698
10/31/1929,TRUSG10M,116.103451,116.103451,116.103451,116.103451
11/30/1929,TRUSG10M,118.9917447,118.9917447,118.9917447,118.9917447
12/31/1929,TRUSG10M,119.2248125,119.2248125,119.2248125,119.2248125
01/31/1930,TRUSG10M,118.8655673,118.8655673,118.8655673,118.8655673
02/28/1930,TRUSG10M,119.4034311,119.4034311,119.4034311,119.4034311
03/31/1930,TRUSG10M,120.942874,120.942874,120.942874,120.942874
04/30/1930,TRUSG10M,120.4706189,120.4706189,120.4706189,120.4706189
05/31/1930,TRUSG10M,121.4129272,121.4129272,121.4129272,121.4129272
06/30/1930,TRUSG10M,122.3570113,122.3570113,122.3570113,122.3570113
07/31/1930,TRUSG10M,122.6883948,122.6883948,122.6883948,122.6883948
08/31/1930,TRUSG10M,122.9183464,122.9183464,122.9183464,122.9183464
09/30/1930,TRUSG10M,123.4575892,123.4575892,123.4575892,123.4575892
10/31/1930,TRUSG10M,124.1004782,124.1004782,124.1004782,124.1004782
11/30/1930,TRUSG10M,124.6398707,124.6398707,124.6398707,124.6398707
12/31/1930,TRUSG10M,124.6593937,124.6593937,124.6593937,124.6593937
01/31/1931,TRUSG10M,125.2022272,125.2022272,125.2022272,125.2022272
02/28/1931,TRUSG10M,124.4957096,124.4957096,124.4957096,124.4957096
03/31/1931,TRUSG10M,125.1499862,125.1499862,125.1499862,125.1499862
04/30/1931,TRUSG10M,125.5954768,125.5954768,125.5954768,125.5954768
05/31/1931,TRUSG10M,126.989693,126.989693,126.989693,126.989693
06/30/1931,TRUSG10M,127.6428392,127.6428392,127.6428392,127.6428392
07/31/1931,TRUSG10M,127.7626233,127.7626233,127.7626233,127.7626233
08/31/1931,TRUSG10M,127.7782115,127.7782115,127.7782115,127.7782115
09/30/1931,TRUSG10M,127.3722935,127.3722935,127.3722935,127.3722935
10/31/1931,TRUSG10M,123.7518013,123.7518013,123.7518013,123.7518013
11/30/1931,TRUSG10M,124.1261505,124.1261505,124.1261505,124.1261505
12/31/1931,TRUSG10M,121.4540336,121.4540336,121.4540336,121.4540336
01/31/1932,TRUSG10M,118.5891483,118.5891483,118.5891483,118.5891483
02/29/1932,TRUSG10M,120.4855204,120.4855204,120.4855204,120.4855204
03/31/1932,TRUSG10M,122.8043938,122.8043938,122.8043938,122.8043938
04/30/1932,TRUSG10M,125.6719512,125.6719512,125.6719512,125.6719512
05/31/1932,TRUSG10M,125.2263091,125.2263091,125.2263091,125.2263091
06/30/1932,TRUSG10M,125.6186848,125.6186848,125.6186848,125.6186848
07/31/1932,TRUSG10M,127.9029967,127.9029967,127.9029967,127.9029967
08/31/1932,TRUSG10M,129.6748463,129.6748463,129.6748463,129.6748463
09/30/1932,TRUSG10M,130.3719165,130.3719165,130.3719165,130.3719165
10/31/1932,TRUSG10M,130.6349783,130.6349783,130.6349783,130.6349783
11/30/1932,TRUSG10M,130.7910763,130.7910763,130.7910763,130.7910763
12/31/1932,TRUSG10M,132.260962,132.260962,132.260962,132.260962
01/31/1933,TRUSG10M,134.072172,134.072172,134.072172,134.072172
02/28/1933,TRUSG10M,133.4290187,133.4290187,133.4290187,133.4290187
03/31/1933,TRUSG10M,132.5797554,132.5797554,132.5797554,132.5797554
04/30/1933,TRUSG10M,132.9576077,132.9576077,132.9576077,132.9576077
05/31/1933,TRUSG10M,134.6727349,134.6727349,134.6727349,134.6727349
06/30/1933,TRUSG10M,136.0582712,136.0582712,136.0582712,136.0582712
07/31/1933,TRUSG10M,136.535877,136.535877,136.535877,136.535877
08/31/1933,TRUSG10M,136.7860197,136.7860197,136.7860197,136.7860197
09/30/1933,TRUSG10M,137.3805488,137.3805488,137.3805488,137.3805488
10/31/1933,TRUSG10M,137.4020675,137.4020675,137.4020675,137.4020675
11/30/1933,TRUSG10M,135.049709,135.049709,135.049709,135.049709
12/31/1933,TRUSG10M,134.6550553,134.6550553,134.6550553,134.6550553
01/31/1934,TRUSG10M,135.6123024,135.6123024,135.6123024,135.6123024
02/28/1934,TRUSG10M,138.2840959,138.2840959,138.2840959,138.2840959
03/31/1934,TRUSG10M,140.1710982,140.1710982,140.1710982,140.1710982
04/30/1934,TRUSG10M,141.2438147,141.2438147,141.2438147,141.2438147
05/31/1934,TRUSG10M,142.4370851,142.4370851,142.4370851,142.4370851
06/30/1934,TRUSG10M,143.3930646,143.3930646,143.3930646,143.3930646
07/31/1934,TRUSG10M,144.1087574,144.1087574,144.1087574,144.1087574
08/31/1934,TRUSG10M,143.1408084,143.1408084,143.1408084,143.1408084
09/30/1934,TRUSG10M,141.3677644,141.3677644,141.3677644,141.3677644
10/31/1934,TRUSG10M,143.8908912,143.8908912,143.8908912,143.8908912
11/30/1934,TRUSG10M,144.2566139,144.2566139,144.2566139,144.2566139
12/31/1934,TRUSG10M,145.3495131,145.3495131,145.3495131,145.3495131
01/31/1935,TRUSG10M,147.6740527,147.6740527,147.6740527,147.6740527
02/28/1935,TRUSG10M,148.7812131,148.7812131,148.7812131,148.7812131
03/31/1935,TRUSG10M,149.1246498,149.1246498,149.1246498,149.1246498
04/30/1935,TRUSG10M,149.9796449,149.9796449,149.9796449,149.9796449
05/31/1935,TRUSG10M,150.4491445,150.4491445,150.4491445,150.4491445
06/30/1935,TRUSG10M,150.9188754,150.9188754,150.9188754,150.9188754
07/31/1935,TRUSG10M,151.5180875,151.5180875,151.5180875,151.5180875
08/31/1935,TRUSG10M,149.927815,149.927815,149.927815,149.927815
09/30/1935,TRUSG10M,149.8991464,149.8991464,149.8991464,149.8991464
10/31/1935,TRUSG10M,150.7704597,150.7704597,150.7704597,150.7704597
11/30/1935,TRUSG10M,150.9973343,150.9973343,150.9973343,150.9973343
12/31/1935,TRUSG10M,151.6128151,151.6128151,151.6128151,151.6128151
01/31/1936,TRUSG10M,152.2283397,152.2283397,152.2283397,152.2283397
02/29/1936,TRUSG10M,153.3661203,153.3661203,153.3661203,153.3661203
03/31/1936,TRUSG10M,154.3734803,154.3734803,154.3734803,154.3734803
04/30/1936,TRUSG10M,154.9838988,154.9838988,154.9838988,154.9838988
05/31/1936,TRUSG10M,155.594211,155.594211,155.594211,155.594211
06/30/1936,TRUSG10M,155.6717556,155.6717556,155.6717556,155.6717556
07/31/1936,TRUSG10M,156.1513855,156.1513855,156.1513855,156.1513855
08/31/1936,TRUSG10M,157.4360888,157.4360888,157.4360888,157.4360888
09/30/1936,TRUSG10M,157.3719856,157.3719856,157.3719856,157.3719856
10/31/1936,TRUSG10M,157.5809175,157.5809175,157.5809175,157.5809175
11/30/1936,TRUSG10M,159.5545629,159.5545629,159.5545629,159.5545629
12/31/1936,TRUSG10M,159.7515886,159.7515886,159.7515886,159.7515886
01/31/1937,TRUSG10M,160.773399,160.773399,160.773399,160.773399
02/28/1937,TRUSG10M,161.2448697,161.2448697,161.2448697,161.2448697
03/31/1937,TRUSG10M,157.9586222,157.9586222,157.9586222,157.9586222
04/30/1937,TRUSG10M,157.3565055,157.3565055,157.3565055,157.3565055
05/31/1937,TRUSG10M,158.2714812,158.2714812,158.2714812,158.2714812
06/30/1937,TRUSG10M,158.3587249,158.3587249,158.3587249,158.3587249
07/31/1937,TRUSG10M,159.971014,159.971014,159.971014,159.971014
08/31/1937,TRUSG10M,159.0787538,159.0787538,159.0787538,159.0787538
09/30/1937,TRUSG10M,159.7233136,159.7233136,159.7233136,159.7233136
10/31/1937,TRUSG10M,160.0893462,160.0893462,160.0893462,160.0893462
11/30/1937,TRUSG10M,161.2954035,161.2954035,161.2954035,161.2954035
12/31/1937,TRUSG10M,161.797637,161.797637,161.797637,161.797637
01/31/1938,TRUSG10M,162.4413575,162.4413575,162.4413575,162.4413575
02/28/1938,TRUSG10M,163.369113,163.369113,163.369113,163.369113
03/31/1938,TRUSG10M,163.4410629,163.4410629,163.4410629,163.4410629
04/30/1938,TRUSG10M,165.0892327,165.0892327,165.0892327,165.0892327
05/31/1938,TRUSG10M,166.0176734,166.0176734,166.0176734,166.0176734
06/30/1938,TRUSG10M,166.0752237,166.0752237,166.0752237,166.0752237
07/31/1938,TRUSG10M,166.5704509,166.5704509,166.5704509,166.5704509
08/31/1938,TRUSG10M,167.2114604,167.2114604,167.2114604,167.2114604
09/30/1938,TRUSG10M,166.3959991,166.3959991,166.3959991,166.3959991
10/31/1938,TRUSG10M,168.3598258,168.3598258,168.3598258,168.3598258
11/30/1938,TRUSG10M,168.1191105,168.1191105,168.1191105,168.1191105
12/31/1938,TRUSG10M,168.9119045,168.9119045,168.9119045,168.9119045
01/31/1939,TRUSG10M,169.2609891,169.2609891,169.2609891,169.2609891
02/28/1939,TRUSG10M,170.3520063,170.3520063,170.3520063,170.3520063
03/31/1939,TRUSG10M,172.0431466,172.0431466,172.0431466,172.0431466
04/30/1939,TRUSG10M,173.4360399,173.4360399,173.4360399,173.4360399
05/31/1939,TRUSG10M,175.9051107,175.9051107,175.9051107,175.9051107
06/30/1939,TRUSG10M,175.7552363,175.7552363,175.7552363,175.7552363
07/31/1939,TRUSG10M,176.3800679,176.3800679,176.3800679,176.3800679
08/31/1939,TRUSG10M,174.6968731,174.6968731,174.6968731,174.6968731
09/30/1939,TRUSG10M,168.002211,168.002211,168.002211,168.002211
10/31/1939,TRUSG10M,171.7906126,171.7906126,171.7906126,171.7906126
11/30/1939,TRUSG10M,173.8093583,173.8093583,173.8093583,173.8093583
12/31/1939,TRUSG10M,175.684343,175.684343,175.684343,175.684343
01/31/1940,TRUSG10M,175.8673593,175.8673593,175.8673593,175.8673593
02/29/1940,TRUSG10M,176.0520484,176.0520484,176.0520484,176.0520484
03/31/1940,TRUSG10M,177.9408378,177.9408378,177.9408378,177.9408378
04/30/1940,TRUSG10M,177.337413,177.337413,177.337413,177.337413
05/31/1940,TRUSG10M,174.7518201,174.7518201,174.7518201,174.7518201
06/30/1940,TRUSG10M,177.4189445,177.4189445,177.4189445,177.4189445
07/31/1940,TRUSG10M,178.8526413,178.8526413,178.8526413,178.8526413
08/31/1940,TRUSG10M,179.5015933,179.5015933,179.5015933,179.5015933
09/30/1940,TRUSG10M,181.0981571,181.0981571,181.0981571,181.0981571
10/31/1940,TRUSG10M,182.378171,182.378171,182.378171,182.378171
11/30/1940,TRUSG10M,185.2764037,185.2764037,185.2764037,185.2764037
12/31/1940,TRUSG10M,186.3905763,186.3905763,186.3905763,186.3905763
01/31/1941,TRUSG10M,186.6825733,186.6825733,186.6825733,186.6825733
02/28/1941,TRUSG10M,185.5214898,185.5214898,185.5214898,185.5214898
03/31/1941,TRUSG10M,188.2043962,188.2043962,188.2043962,188.2043962
04/30/1941,TRUSG10M,189.8860571,189.8860571,189.8860571,189.8860571
05/31/1941,TRUSG10M,190.0357835,190.0357835,190.0357835,190.0357835
06/30/1941,TRUSG10M,192.0669661,192.0669661,192.0669661,192.0669661
07/31/1941,TRUSG10M,194.4535517,194.4535517,194.4535517,194.4535517
08/31/1941,TRUSG10M,193.5300113,193.5300113,193.5300113,193.5300113
09/30/1941,TRUSG10M,193.6597972,193.6597972,193.6597972,193.6597972
10/31/1941,TRUSG10M,194.8349727,194.8349727,194.8349727,194.8349727
11/30/1941,TRUSG10M,194.4361746,194.4361746,194.4361746,194.4361746
12/31/1941,TRUSG10M,191.4601552,191.4601552,191.4601552,191.4601552
01/31/1942,TRUSG10M,191.9618355,191.9618355,191.9618355,191.9618355
02/28/1942,TRUSG10M,191.0930234,191.0930234,191.0930234,191.0930234
03/31/1942,TRUSG10M,192.8048697,192.8048697,192.8048697,192.8048697
04/30/1942,TRUSG10M,192.1019644,192.1019644,192.1019644,192.1019644
05/31/1942,TRUSG10M,192.9560166,192.9560166,192.9560166,192.9560166
06/30/1942,TRUSG10M,193.1179123,193.1179123,193.1179123,193.1179123
07/31/1942,TRUSG10M,192.936708,192.936708,192.936708,192.936708
08/31/1942,TRUSG10M,193.2775628,193.2775628,193.2775628,193.2775628
09/30/1942,TRUSG10M,193.4462381,193.4462381,193.4462381,193.4462381
10/31/1942,TRUSG10M,193.9626936,193.9626936,193.9626936,193.9626936
11/30/1942,TRUSG10M,193.9587458,193.9587458,193.9587458,193.9587458
12/31/1942,TRUSG10M,194.8257492,194.8257492,194.8257492,194.8257492
01/31/1943,TRUSG10M,195.8667909,195.8667909,195.8667909,195.8667909
02/28/1943,TRUSG10M,196.0294794,196.0294794,196.0294794,196.0294794
03/31/1943,TRUSG10M,196.0188187,196.0188187,196.0188187,196.0188187
04/30/1943,TRUSG10M,196.7129101,196.7129101,196.7129101,196.7129101
05/31/1943,TRUSG10M,197.9361266,197.9361266,197.9361266,197.9361266
06/30/1943,TRUSG10M,198.4482469,198.4482469,198.4482469,198.4482469
07/31/1943,TRUSG10M,198.4273252,198.4273252,198.4273252,198.4273252
08/31/1943,TRUSG10M,198.4097818,198.4097818,198.4097818,198.4097818
09/30/1943,TRUSG10M,198.7503852,198.7503852,198.7503852,198.7503852
10/31/1943,TRUSG10M,198.7361948,198.7361948,198.7361948,198.7361948
11/30/1943,TRUSG10M,198.5480109,198.5480109,198.5480109,198.5480109
12/31/1943,TRUSG10M,198.7196139,198.7196139,198.7196139,198.7196139
01/31/1944,TRUSG10M,199.0706853,199.0706853,199.0706853,199.0706853
02/29/1944,TRUSG10M,200.1359988,200.1359988,200.1359988,200.1359988
03/31/1944,TRUSG10M,200.4829012,200.4829012,200.4829012,200.4829012
04/30/1944,TRUSG10M,200.651112,200.651112,200.651112,200.651112
05/31/1944,TRUSG10M,201.0005794,201.0005794,201.0005794,201.0005794
06/30/1944,TRUSG10M,201.1709171,201.1709171,201.1709171,201.1709171
07/31/1944,TRUSG10M,201.5229662,201.5229662,201.5229662,201.5229662
08/31/1944,TRUSG10M,202.4172761,202.4172761,202.4172761,202.4172761
09/30/1944,TRUSG10M,202.5854055,202.5854055,202.5854055,202.5854055
10/31/1944,TRUSG10M,202.7553805,202.7553805,202.7553805,202.7553805
11/30/1944,TRUSG10M,203.1085128,203.1085128,203.1085128,203.1085128
12/31/1944,TRUSG10M,203.2806369,203.2806369,203.2806369,203.2806369
01/31/1945,TRUSG10M,206.2001695,206.2001695,206.2001695,206.2001695
02/28/1945,TRUSG10M,207.6485738,207.6485738,207.6485738,207.6485738
03/31/1945,TRUSG10M,208.9102766,208.9102766,208.9102766,208.9102766
04/30/1945,TRUSG10M,211.493985,211.493985,211.493985,211.493985
05/31/1945,TRUSG10M,211.7988888,211.7988888,211.7988888,211.7988888
06/30/1945,TRUSG10M,213.0573716,213.0573716,213.0573716,213.0573716
07/31/1945,TRUSG10M,212.7823943,212.7823943,212.7823943,212.7823943
